freq,indic_is,unit,geo\TIME_PERIOD	2025 
A,I_DSK2_B,PC_IND_IU3,TRB	18.67 
A,I_DSK2_B,PC_IND_IU3,TRC	17.37 
A,I_DSK2_B,PC_IND_IU3,XK	67.48 
A,I_DSK2_BAB,PC_IND,AL	27.65 
A,I_DSK2_BAB,PC_IND,AT	69.77 
A,I_DSK2_BAB,PC_IND,AT1	70.65 
A,I_DSK2_BAB,PC_IND,AT2	69.50 
A,I_DSK2_BAB,PC_IND,AT3	68.84 
A,I_DSK2_BAB,PC_IND,BA	36.25 
A,I_DSK2_BAB,PC_IND,BE	61.22 
A,I_DSK2_BAB,PC_IND,BE1	65.19 
A,I_DSK2_BAB,PC_IND,BE2	61.20 
A,I_DSK2_BAB,PC_IND,BE3	59.91 
A,I_DSK2_BAB,PC_IND,BG	38.26 
A,I_DSK2_BAB,PC_IND,BG3	35.19 
A,I_DSK2_BAB,PC_IND,BG4	41.08 
A,I_DSK2_BAB,PC_IND,CH	78.01 
A,I_DSK2_BAB,PC_IND,CY	55.75 
A,I_DSK2_BAB,PC_IND,CZ	70.45 
A,I_DSK2_BAB,PC_IND,DE	59.55 
A,I_DSK2_BAB,PC_IND,DE1	67.13 
A,I_DSK2_BAB,PC_IND,DE2	47.70 
A,I_DSK2_BAB,PC_IND,DE3	69.23 
A,I_DSK2_BAB,PC_IND,DE4	61.73 
A,I_DSK2_BAB,PC_IND,DE6	62.69 
A,I_DSK2_BAB,PC_IND,DE7	52.46 
A,I_DSK2_BAB,PC_IND,DE8	44.17 
A,I_DSK2_BAB,PC_IND,DE9	64.80 
A,I_DSK2_BAB,PC_IND,DEA	63.93 
A,I_DSK2_BAB,PC_IND,DED	62.00 
A,I_DSK2_BAB,PC_IND,DEE	43.14 
A,I_DSK2_BAB,PC_IND,DEF	64.39 
A,I_DSK2_BAB,PC_IND,DK	81.45 
A,I_DSK2_BAB,PC_IND,EE	62.52 
A,I_DSK2_BAB,PC_IND,EL	50.96 
A,I_DSK2_BAB,PC_IND,EL3	50.50 
A,I_DSK2_BAB,PC_IND,EL4	54.56 
A,I_DSK2_BAB,PC_IND,EL5	57.32 
A,I_DSK2_BAB,PC_IND,EL6	42.58 
A,I_DSK2_BAB,PC_IND,ES	66.50 
A,I_DSK2_BAB,PC_IND,ES1	62.70 
A,I_DSK2_BAB,PC_IND,ES2	66.09 
A,I_DSK2_BAB,PC_IND,ES3	71.93 
A,I_DSK2_BAB,PC_IND,ES4	62.19 
A,I_DSK2_BAB,PC_IND,ES5	68.98 
A,I_DSK2_BAB,PC_IND,ES6	63.27 
A,I_DSK2_BAB,PC_IND,ES7	66.43 
A,I_DSK2_BAB,PC_IND,FI	80.98 
A,I_DSK2_BAB,PC_IND,FR	65.74 
A,I_DSK2_BAB,PC_IND,FR1	71.09 u
A,I_DSK2_BAB,PC_IND,FRB	62.93 u
A,I_DSK2_BAB,PC_IND,FRC	58.56 u
A,I_DSK2_BAB,PC_IND,FRD	62.49 u
A,I_DSK2_BAB,PC_IND,FRE	60.72 u
A,I_DSK2_BAB,PC_IND,FRF	61.61 u
A,I_DSK2_BAB,PC_IND,FRG	67.19 u
A,I_DSK2_BAB,PC_IND,FRH	67.85 u
A,I_DSK2_BAB,PC_IND,FRI	65.44 u
A,I_DSK2_BAB,PC_IND,FRJ	66.07 u
A,I_DSK2_BAB,PC_IND,FRK	69.32 u
A,I_DSK2_BAB,PC_IND,FRL	67.51 u
A,I_DSK2_BAB,PC_IND,FRM	67.32 u
A,I_DSK2_BAB,PC_IND,FRY	50.01 u
A,I_DSK2_BAB,PC_IND,HR	63.38 
A,I_DSK2_BAB,PC_IND,HU	57.32 
A,I_DSK2_BAB,PC_IND,HU1	68.82 
A,I_DSK2_BAB,PC_IND,HU2	53.58 
A,I_DSK2_BAB,PC_IND,HU3	50.59 
A,I_DSK2_BAB,PC_IND,IE	82.82 
A,I_DSK2_BAB,PC_IND,IT	54.27 
A,I_DSK2_BAB,PC_IND,ITC	60.34 
A,I_DSK2_BAB,PC_IND,ITF	43.52 
A,I_DSK2_BAB,PC_IND,ITG	47.37 
A,I_DSK2_BAB,PC_IND,ITH	59.70 
A,I_DSK2_BAB,PC_IND,ITI	56.86 
A,I_DSK2_BAB,PC_IND,LT	53.80 
A,I_DSK2_BAB,PC_IND,LU	62.40 
A,I_DSK2_BAB,PC_IND,LV	48.43 
A,I_DSK2_BAB,PC_IND,ME	44.20 
A,I_DSK2_BAB,PC_IND,MK	28.50 
A,I_DSK2_BAB,PC_IND,MT	66.80 
A,I_DSK2_BAB,PC_IND,NL	83.61 
A,I_DSK2_BAB,PC_IND,NL1	81.02 
A,I_DSK2_BAB,PC_IND,NL2	84.24 
A,I_DSK2_BAB,PC_IND,NL3	85.17 
A,I_DSK2_BAB,PC_IND,NL4	80.60 
A,I_DSK2_BAB,PC_IND,NO	79.80 
A,I_DSK2_BAB,PC_IND,PL	50.42 
A,I_DSK2_BAB,PC_IND,PL2	53.96 
A,I_DSK2_BAB,PC_IND,PL4	48.61 
A,I_DSK2_BAB,PC_IND,PL5	53.65 
A,I_DSK2_BAB,PC_IND,PL6	46.63 
A,I_DSK2_BAB,PC_IND,PL7	45.55 
A,I_DSK2_BAB,PC_IND,PL8	41.77 
A,I_DSK2_BAB,PC_IND,PL9	61.00 
A,I_DSK2_BAB,PC_IND,PT	59.15 
A,I_DSK2_BAB,PC_IND,PT1	59.59 
A,I_DSK2_BAB,PC_IND,PT2	52.95 
A,I_DSK2_BAB,PC_IND,PT3	48.63 
A,I_DSK2_BAB,PC_IND,RO	31.84 
A,I_DSK2_BAB,PC_IND,RO1	29.87 
A,I_DSK2_BAB,PC_IND,RO2	30.91 
A,I_DSK2_BAB,PC_IND,RO3	37.92 
A,I_DSK2_BAB,PC_IND,RO4	27.09 
A,I_DSK2_BAB,PC_IND,RS	42.02 
A,I_DSK2_BAB,PC_IND,RS1	45.75 
A,I_DSK2_BAB,PC_IND,RS2	38.03 
A,I_DSK2_BAB,PC_IND,SE	69.99 
A,I_DSK2_BAB,PC_IND,SE1	70.67 
A,I_DSK2_BAB,PC_IND,SE2	70.54 
A,I_DSK2_BAB,PC_IND,SE3	66.93 
A,I_DSK2_BAB,PC_IND,SI	46.50 
A,I_DSK2_BAB,PC_IND,SK	53.56 
A,I_DSK2_BAB,PC_IND,TR	31.49 
A,I_DSK2_BAB,PC_IND,TR1	39.43 
A,I_DSK2_BAB,PC_IND,TR2	26.77 
A,I_DSK2_BAB,PC_IND,TR3	29.87 
A,I_DSK2_BAB,PC_IND,TR4	46.27 
A,I_DSK2_BAB,PC_IND,TR5	42.72 
A,I_DSK2_BAB,PC_IND,TR6	25.89 
A,I_DSK2_BAB,PC_IND,TR7	22.65 
A,I_DSK2_BAB,PC_IND,TR8	24.47 
A,I_DSK2_BAB,PC_IND,TR9	25.25 
A,I_DSK2_BAB,PC_IND,TRA	18.56 
A,I_DSK2_BAB,PC_IND,TRB	19.43 
A,I_DSK2_BAB,PC_IND,TRC	18.74 
A,I_DSK2_BAB,PC_IND,XK	75.59 
A,I_DSK2_BAB,PC_IND_IU3,AL	31.71 
A,I_DSK2_BAB,PC_IND_IU3,AT	73.21 
A,I_DSK2_BAB,PC_IND_IU3,AT1	73.05 
A,I_DSK2_BAB,PC_IND_IU3,AT2	74.24 
A,I_DSK2_BAB,PC_IND_IU3,AT3	72.84 
A,I_DSK2_BAB,PC_IND_IU3,BA	40.22 
A,I_DSK2_BAB,PC_IND_IU3,BE	63.47 
A,I_DSK2_BAB,PC_IND_IU3,BE1	68.97 
A,I_DSK2_BAB,PC_IND_IU3,BE2	63.11 
A,I_DSK2_BAB,PC_IND_IU3,BE3	62.29 
A,I_DSK2_BAB,PC_IND_IU3,BG	44.05 
A,I_DSK2_BAB,PC_IND_IU3,BG3	40.96 
A,I_DSK2_BAB,PC_IND_IU3,BG4	46.84 
A,I_DSK2_BAB,PC_IND_IU3,CH	78.86 
A,I_DSK2_BAB,PC_IND_IU3,CY	59.44 
A,I_DSK2_BAB,PC_IND_IU3,CZ	74.54 
A,I_DSK2_BAB,PC_IND_IU3,DE	62.96 
A,I_DSK2_BAB,PC_IND_IU3,DE1	69.97 
A,I_DSK2_BAB,PC_IND_IU3,DE2	50.36 
A,I_DSK2_BAB,PC_IND_IU3,DE3	74.40 
A,I_DSK2_BAB,PC_IND_IU3,DE4	68.29 
A,I_DSK2_BAB,PC_IND_IU3,DE6	65.00 
A,I_DSK2_BAB,PC_IND_IU3,DE7	54.93 
A,I_DSK2_BAB,PC_IND_IU3,DE8	47.20 
A,I_DSK2_BAB,PC_IND_IU3,DE9	68.14 
A,I_DSK2_BAB,PC_IND_IU3,DEA	67.51 
A,I_DSK2_BAB,PC_IND_IU3,DED	65.23 
A,I_DSK2_BAB,PC_IND_IU3,DEE	47.99 
A,I_DSK2_BAB,PC_IND_IU3,DEF	67.99 
A,I_DSK2_BAB,PC_IND_IU3,DK	81.69 
A,I_DSK2_BAB,PC_IND_IU3,EE	65.90 
A,I_DSK2_BAB,PC_IND_IU3,EL	57.16 
A,I_DSK2_BAB,PC_IND_IU3,EL3	53.55 
A,I_DSK2_BAB,PC_IND_IU3,EL4	63.35 
A,I_DSK2_BAB,PC_IND_IU3,EL5	64.12 
A,I_DSK2_BAB,PC_IND_IU3,EL6	51.80 
A,I_DSK2_BAB,PC_IND_IU3,ES	69.03 
A,I_DSK2_BAB,PC_IND_IU3,ES1	66.58 
A,I_DSK2_BAB,PC_IND_IU3,ES2	68.60 
A,I_DSK2_BAB,PC_IND_IU3,ES3	73.35 
A,I_DSK2_BAB,PC_IND_IU3,ES4	65.36 
A,I_DSK2_BAB,PC_IND_IU3,ES5	70.70 
A,I_DSK2_BAB,PC_IND_IU3,ES6	66.67 
A,I_DSK2_BAB,PC_IND_IU3,ES7	68.93 
A,I_DSK2_BAB,PC_IND_IU3,FI	82.57 
A,I_DSK2_BAB,PC_IND_IU3,FR	69.22 
A,I_DSK2_BAB,PC_IND_IU3,FR1	73.67 u
A,I_DSK2_BAB,PC_IND_IU3,FRB	65.93 u
A,I_DSK2_BAB,PC_IND_IU3,FRC	63.32 u
A,I_DSK2_BAB,PC_IND_IU3,FRD	65.78 u
A,I_DSK2_BAB,PC_IND_IU3,FRE	64.94 u
A,I_DSK2_BAB,PC_IND_IU3,FRF	65.75 u
A,I_DSK2_BAB,PC_IND_IU3,FRG	69.80 u
A,I_DSK2_BAB,PC_IND_IU3,FRH	71.19 u
A,I_DSK2_BAB,PC_IND_IU3,FRI	68.55 u
A,I_DSK2_BAB,PC_IND_IU3,FRJ	69.66 u
A,I_DSK2_BAB,PC_IND_IU3,FRK	72.82 u
A,I_DSK2_BAB,PC_IND_IU3,FRL	70.47 u
A,I_DSK2_BAB,PC_IND_IU3,FRM	72.83 u
A,I_DSK2_BAB,PC_IND_IU3,FRY	56.36 u
A,I_DSK2_BAB,PC_IND_IU3,HR	73.78 
A,I_DSK2_BAB,PC_IND_IU3,HU	61.77 
A,I_DSK2_BAB,PC_IND_IU3,HU1	72.29 
A,I_DSK2_BAB,PC_IND_IU3,HU2	57.84 
A,I_DSK2_BAB,PC_IND_IU3,HU3	55.64 
A,I_DSK2_BAB,PC_IND_IU3,IE	83.01 
A,I_DSK2_BAB,PC_IND_IU3,IT	60.08 
A,I_DSK2_BAB,PC_IND_IU3,ITC	64.95 
A,I_DSK2_BAB,PC_IND_IU3,ITF	51.38 
A,I_DSK2_BAB,PC_IND_IU3,ITG	54.64 
A,I_DSK2_BAB,PC_IND_IU3,ITH	64.54 
A,I_DSK2_BAB,PC_IND_IU3,ITI	61.03 
A,I_DSK2_BAB,PC_IND_IU3,LT	60.25 
A,I_DSK2_BAB,PC_IND_IU3,LU	62.95 
A,I_DSK2_BAB,PC_IND_IU3,LV	51.24 
A,I_DSK2_BAB,PC_IND_IU3,ME	46.91 
A,I_DSK2_BAB,PC_IND_IU3,MK	30.93 
A,I_DSK2_BAB,PC_IND_IU3,MT	69.58 
A,I_DSK2_BAB,PC_IND_IU3,NL	83.85 
A,I_DSK2_BAB,PC_IND_IU3,NL1	81.13 
A,I_DSK2_BAB,PC_IND_IU3,NL2	84.43 
A,I_DSK2_BAB,PC_IND_IU3,NL3	85.36 
A,I_DSK2_BAB,PC_IND_IU3,NL4	81.07 
A,I_DSK2_BAB,PC_IND_IU3,NO	80.76 
A,I_DSK2_BAB,PC_IND_IU3,PL	56.24 
A,I_DSK2_BAB,PC_IND_IU3,PL2	59.89 
A,I_DSK2_BAB,PC_IND_IU3,PL4	53.32 
A,I_DSK2_BAB,PC_IND_IU3,PL5	57.36 
A,I_DSK2_BAB,PC_IND_IU3,PL6	52.35 
A,I_DSK2_BAB,PC_IND_IU3,PL7	53.64 
A,I_DSK2_BAB,PC_IND_IU3,PL8	47.72 
A,I_DSK2_BAB,PC_IND_IU3,PL9	66.91 
A,I_DSK2_BAB,PC_IND_IU3,PT	66.13 
A,I_DSK2_BAB,PC_IND_IU3,PT1	66.59 
A,I_DSK2_BAB,PC_IND_IU3,PT2	59.38 
A,I_DSK2_BAB,PC_IND_IU3,PT3	55.05 
A,I_DSK2_BAB,PC_IND_IU3,RO	34.18 
A,I_DSK2_BAB,PC_IND_IU3,RO1	31.75 
A,I_DSK2_BAB,PC_IND_IU3,RO2	33.53 
A,I_DSK2_BAB,PC_IND_IU3,RO3	40.62 
A,I_DSK2_BAB,PC_IND_IU3,RO4	29.12 
A,I_DSK2_BAB,PC_IND_IU3,RS	46.67 
A,I_DSK2_BAB,PC_IND_IU3,RS1	49.88 
A,I_DSK2_BAB,PC_IND_IU3,RS2	43.10 
A,I_DSK2_BAB,PC_IND_IU3,SE	71.23 
A,I_DSK2_BAB,PC_IND_IU3,SE1	72.12 
A,I_DSK2_BAB,PC_IND_IU3,SE2	71.61 
A,I_DSK2_BAB,PC_IND_IU3,SE3	68.13 
A,I_DSK2_BAB,PC_IND_IU3,SI	50.79 
A,I_DSK2_BAB,PC_IND_IU3,SK	57.91 
A,I_DSK2_BAB,PC_IND_IU3,TR	35.07 
A,I_DSK2_BAB,PC_IND_IU3,TR1	41.00 
A,I_DSK2_BAB,PC_IND_IU3,TR2	30.55 
A,I_DSK2_BAB,PC_IND_IU3,TR3	33.68 
A,I_DSK2_BAB,PC_IND_IU3,TR4	49.93 
A,I_DSK2_BAB,PC_IND_IU3,TR5	47.30 
A,I_DSK2_BAB,PC_IND_IU3,TR6	29.01 
A,I_DSK2_BAB,PC_IND_IU3,TR7	25.58 
A,I_DSK2_BAB,PC_IND_IU3,TR8	28.16 
A,I_DSK2_BAB,PC_IND_IU3,TR9	29.77 
A,I_DSK2_BAB,PC_IND_IU3,TRA	22.05 
A,I_DSK2_BAB,PC_IND_IU3,TRB	24.72 
A,I_DSK2_BAB,PC_IND_IU3,TRC	21.63 
A,I_DSK2_BAB,PC_IND_IU3,XK	76.76 
A,I_DSK2_CC_AB,PC_IND,AL	84.34 
A,I_DSK2_CC_AB,PC_IND,AT	90.24 
A,I_DSK2_CC_AB,PC_IND,AT1	90.73 
A,I_DSK2_CC_AB,PC_IND,AT2	89.07 
A,I_DSK2_CC_AB,PC_IND,AT3	90.29 
A,I_DSK2_CC_AB,PC_IND,BA	87.05 
A,I_DSK2_CC_AB,PC_IND,BE	86.19 
A,I_DSK2_CC_AB,PC_IND,BE1	85.39 
A,I_DSK2_CC_AB,PC_IND,BE2	87.49 
A,I_DSK2_CC_AB,PC_IND,BE3	84.09 
A,I_DSK2_CC_AB,PC_IND,BG	78.49 
A,I_DSK2_CC_AB,PC_IND,BG3	76.89 
A,I_DSK2_CC_AB,PC_IND,BG4	79.95 
A,I_DSK2_CC_AB,PC_IND,CH	94.92 
A,I_DSK2_CC_AB,PC_IND,CY	90.57 
A,I_DSK2_CC_AB,PC_IND,CZ	88.90 
A,I_DSK2_CC_AB,PC_IND,DE	88.50 
A,I_DSK2_CC_AB,PC_IND,DE1	89.82 
A,I_DSK2_CC_AB,PC_IND,DE2	88.72 
A,I_DSK2_CC_AB,PC_IND,DE3	86.06 
A,I_DSK2_CC_AB,PC_IND,DE4	84.73 
A,I_DSK2_CC_AB,PC_IND,DE6	91.60 
A,I_DSK2_CC_AB,PC_IND,DE7	88.52 
A,I_DSK2_CC_AB,PC_IND,DE8	85.59 
A,I_DSK2_CC_AB,PC_IND,DE9	88.24 
A,I_DSK2_CC_AB,PC_IND,DEA	90.27 
A,I_DSK2_CC_AB,PC_IND,DED	87.65 
A,I_DSK2_CC_AB,PC_IND,DEE	82.54 
A,I_DSK2_CC_AB,PC_IND,DEF	88.23 
A,I_DSK2_CC_AB,PC_IND,DK	95.99 
A,I_DSK2_CC_AB,PC_IND,EE	84.87 
A,I_DSK2_CC_AB,PC_IND,EL	84.64 
A,I_DSK2_CC_AB,PC_IND,EL3	85.75 
A,I_DSK2_CC_AB,PC_IND,EL4	81.85 
A,I_DSK2_CC_AB,PC_IND,EL5	87.88 
A,I_DSK2_CC_AB,PC_IND,EL6	80.37 
A,I_DSK2_CC_AB,PC_IND,ES	92.08 
A,I_DSK2_CC_AB,PC_IND,ES1	87.76 
A,I_DSK2_CC_AB,PC_IND,ES2	91.94 
A,I_DSK2_CC_AB,PC_IND,ES3	94.41 
A,I_DSK2_CC_AB,PC_IND,ES4	90.04 
A,I_DSK2_CC_AB,PC_IND,ES5	94.15 
A,I_DSK2_CC_AB,PC_IND,ES6	90.47 
A,I_DSK2_CC_AB,PC_IND,ES7	91.98 
A,I_DSK2_CC_AB,PC_IND,FI	94.63 
A,I_DSK2_CC_AB,PC_IND,FR	85.49 
A,I_DSK2_CC_AB,PC_IND,FR1	89.74 u
A,I_DSK2_CC_AB,PC_IND,FRB	86.92 u
A,I_DSK2_CC_AB,PC_IND,FRC	81.41 u
A,I_DSK2_CC_AB,PC_IND,FRD	83.82 u
A,I_DSK2_CC_AB,PC_IND,FRE	82.50 u
A,I_DSK2_CC_AB,PC_IND,FRF	82.93 u
A,I_DSK2_CC_AB,PC_IND,FRG	87.99 u
A,I_DSK2_CC_AB,PC_IND,FRH	85.33 u
A,I_DSK2_CC_AB,PC_IND,FRI	85.58 u
A,I_DSK2_CC_AB,PC_IND,FRJ	82.46 u
A,I_DSK2_CC_AB,PC_IND,FRK	85.40 u
A,I_DSK2_CC_AB,PC_IND,FRL	87.29 u
A,I_DSK2_CC_AB,PC_IND,FRM	82.45 u
A,I_DSK2_CC_AB,PC_IND,FRY	80.94 u
A,I_DSK2_CC_AB,PC_IND,HR	80.72 
A,I_DSK2_CC_AB,PC_IND,HU	84.01 
A,I_DSK2_CC_AB,PC_IND,HU1	88.00 
A,I_DSK2_CC_AB,PC_IND,HU2	83.80 
A,I_DSK2_CC_AB,PC_IND,HU3	80.81 
A,I_DSK2_CC_AB,PC_IND,IE	96.04 
A,I_DSK2_CC_AB,PC_IND,IT	84.32 
A,I_DSK2_CC_AB,PC_IND,ITC	87.44 
A,I_DSK2_CC_AB,PC_IND,ITF	77.44 
A,I_DSK2_CC_AB,PC_IND,ITG	80.19 
A,I_DSK2_CC_AB,PC_IND,ITH	87.05 
A,I_DSK2_CC_AB,PC_IND,ITI	87.61 
A,I_DSK2_CC_AB,PC_IND,LT	81.57 
A,I_DSK2_CC_AB,PC_IND,LU	86.19 
A,I_DSK2_CC_AB,PC_IND,LV	88.64 
A,I_DSK2_CC_AB,PC_IND,ME	92.00 
A,I_DSK2_CC_AB,PC_IND,MK	86.29 
A,I_DSK2_CC_AB,PC_IND,MT	93.01 
A,I_DSK2_CC_AB,PC_IND,NL	98.60 
A,I_DSK2_CC_AB,PC_IND,NL1	99.42 
A,I_DSK2_CC_AB,PC_IND,NL2	98.56 
A,I_DSK2_CC_AB,PC_IND,NL3	98.59 
A,I_DSK2_CC_AB,PC_IND,NL4	98.29 
A,I_DSK2_CC_AB,PC_IND,NO	94.98 
A,I_DSK2_CC_AB,PC_IND,PL	76.27 
A,I_DSK2_CC_AB,PC_IND,PL2	77.93 
A,I_DSK2_CC_AB,PC_IND,PL4	77.52 
A,I_DSK2_CC_AB,PC_IND,PL5	80.54 
A,I_DSK2_CC_AB,PC_IND,PL6	74.15 
A,I_DSK2_CC_AB,PC_IND,PL7	71.29 
A,I_DSK2_CC_AB,PC_IND,PL8	74.25 
A,I_DSK2_CC_AB,PC_IND,PL9	77.64 
A,I_DSK2_CC_AB,PC_IND,PT	85.19 
A,I_DSK2_CC_AB,PC_IND,PT1	85.28 
A,I_DSK2_CC_AB,PC_IND,PT2	84.44 
A,I_DSK2_CC_AB,PC_IND,PT3	82.51 
A,I_DSK2_CC_AB,PC_IND,RO	83.56 
A,I_DSK2_CC_AB,PC_IND,RO1	84.96 
A,I_DSK2_CC_AB,PC_IND,RO2	83.00 
A,I_DSK2_CC_AB,PC_IND,RO3	84.99 
A,I_DSK2_CC_AB,PC_IND,RO4	80.46 
A,I_DSK2_CC_AB,PC_IND,RS	86.25 
A,I_DSK2_CC_AB,PC_IND,RS1	88.70 
A,I_DSK2_CC_AB,PC_IND,RS2	83.63 
A,I_DSK2_CC_AB,PC_IND,SE	90.19 
A,I_DSK2_CC_AB,PC_IND,SE1	90.28 
A,I_DSK2_CC_AB,PC_IND,SE2	91.00 
A,I_DSK2_CC_AB,PC_IND,SE3	87.95 
A,I_DSK2_CC_AB,PC_IND,SI	80.77 
A,I_DSK2_CC_AB,PC_IND,SK	77.70 
A,I_DSK2_CC_AB,PC_IND,TR	86.90 
A,I_DSK2_CC_AB,PC_IND,TR1	94.62 
A,I_DSK2_CC_AB,PC_IND,TR2	83.60 
A,I_DSK2_CC_AB,PC_IND,TR3	85.45 
A,I_DSK2_CC_AB,PC_IND,TR4	91.21 
A,I_DSK2_CC_AB,PC_IND,TR5	87.49 
A,I_DSK2_CC_AB,PC_IND,TR6	85.92 
A,I_DSK2_CC_AB,PC_IND,TR7	84.53 
A,I_DSK2_CC_AB,PC_IND,TR8	84.02 
A,I_DSK2_CC_AB,PC_IND,TR9	81.61 
A,I_DSK2_CC_AB,PC_IND,TRA	80.63 
A,I_DSK2_CC_AB,PC_IND,TRB	76.34 
A,I_DSK2_CC_AB,PC_IND,TRC	81.77 
A,I_DSK2_CC_AB,PC_IND,XK	94.68 
A,I_DSK2_CC_AB,PC_IND_IU3,AL	96.74 
A,I_DSK2_CC_AB,PC_IND_IU3,AT	94.69 
A,I_DSK2_CC_AB,PC_IND_IU3,AT1	93.81 
A,I_DSK2_CC_AB,PC_IND_IU3,AT2	95.14 
A,I_DSK2_CC_AB,PC_IND_IU3,AT3	95.54 
A,I_DSK2_CC_AB,PC_IND_IU3,BA	96.61 
A,I_DSK2_CC_AB,PC_IND_IU3,BE	89.35 
A,I_DSK2_CC_AB,PC_IND_IU3,BE1	90.34 
A,I_DSK2_CC_AB,PC_IND_IU3,BE2	90.22 
A,I_DSK2_CC_AB,PC_IND_IU3,BE3	87.43 
A,I_DSK2_CC_AB,PC_IND_IU3,BG	90.38 
A,I_DSK2_CC_AB,PC_IND_IU3,BG3	89.50 
A,I_DSK2_CC_AB,PC_IND_IU3,BG4	91.17 
A,I_DSK2_CC_AB,PC_IND_IU3,CH	95.95 
A,I_DSK2_CC_AB,PC_IND_IU3,CY	96.57 
A,I_DSK2_CC_AB,PC_IND_IU3,CZ	94.05 
A,I_DSK2_CC_AB,PC_IND_IU3,DE	93.57 
A,I_DSK2_CC_AB,PC_IND_IU3,DE1	93.63 
A,I_DSK2_CC_AB,PC_IND_IU3,DE2	93.67 
A,I_DSK2_CC_AB,PC_IND_IU3,DE3	92.48 
A,I_DSK2_CC_AB,PC_IND_IU3,DE4	93.73 
A,I_DSK2_CC_AB,PC_IND_IU3,DE6	94.97 
A,I_DSK2_CC_AB,PC_IND_IU3,DE7	92.68 
A,I_DSK2_CC_AB,PC_IND_IU3,DE8	91.45 
A,I_DSK2_CC_AB,PC_IND_IU3,DE9	92.78 
A,I_DSK2_CC_AB,PC_IND_IU3,DEA	95.33 
A,I_DSK2_CC_AB,PC_IND_IU3,DED	92.21 
A,I_DSK2_CC_AB,PC_IND_IU3,DEE	91.82 
A,I_DSK2_CC_AB,PC_IND_IU3,DEF	93.17 
A,I_DSK2_CC_AB,PC_IND_IU3,DK	96.27 
A,I_DSK2_CC_AB,PC_IND_IU3,EE	89.47 
A,I_DSK2_CC_AB,PC_IND_IU3,EL	94.94 
A,I_DSK2_CC_AB,PC_IND_IU3,EL3	90.92 
A,I_DSK2_CC_AB,PC_IND_IU3,EL4	95.03 
A,I_DSK2_CC_AB,PC_IND_IU3,EL5	98.29 
A,I_DSK2_CC_AB,PC_IND_IU3,EL6	97.76 
A,I_DSK2_CC_AB,PC_IND_IU3,ES	95.59 
A,I_DSK2_CC_AB,PC_IND_IU3,ES1	93.18 
A,I_DSK2_CC_AB,PC_IND_IU3,ES2	95.43 
A,I_DSK2_CC_AB,PC_IND_IU3,ES3	96.27 
A,I_DSK2_CC_AB,PC_IND_IU3,ES4	94.64 
A,I_DSK2_CC_AB,PC_IND_IU3,ES5	96.50 
A,I_DSK2_CC_AB,PC_IND_IU3,ES6	95.33 
A,I_DSK2_CC_AB,PC_IND_IU3,ES7	95.44 
A,I_DSK2_CC_AB,PC_IND_IU3,FI	96.48 
A,I_DSK2_CC_AB,PC_IND_IU3,FR	90.01 
A,I_DSK2_CC_AB,PC_IND_IU3,FR1	93.00 u
A,I_DSK2_CC_AB,PC_IND_IU3,FRB	91.05 u
A,I_DSK2_CC_AB,PC_IND_IU3,FRC	88.01 u
A,I_DSK2_CC_AB,PC_IND_IU3,FRD	88.22 u
A,I_DSK2_CC_AB,PC_IND_IU3,FRE	88.24 u
A,I_DSK2_CC_AB,PC_IND_IU3,FRF	88.50 u
A,I_DSK2_CC_AB,PC_IND_IU3,FRG	91.40 u
A,I_DSK2_CC_AB,PC_IND_IU3,FRH	89.53 u
A,I_DSK2_CC_AB,PC_IND_IU3,FRI	89.65 u
A,I_DSK2_CC_AB,PC_IND_IU3,FRJ	86.95 u
A,I_DSK2_CC_AB,PC_IND_IU3,FRK	89.71 u
A,I_DSK2_CC_AB,PC_IND_IU3,FRL	91.12 u
A,I_DSK2_CC_AB,PC_IND_IU3,FRM	89.20 u
A,I_DSK2_CC_AB,PC_IND_IU3,FRY	91.22 u
A,I_DSK2_CC_AB,PC_IND_IU3,HR	93.97 
A,I_DSK2_CC_AB,PC_IND_IU3,HU	90.52 
A,I_DSK2_CC_AB,PC_IND_IU3,HU1	92.43 
A,I_DSK2_CC_AB,PC_IND_IU3,HU2	90.47 
A,I_DSK2_CC_AB,PC_IND_IU3,HU3	88.87 
A,I_DSK2_CC_AB,PC_IND_IU3,IE	96.26 
A,I_DSK2_CC_AB,PC_IND_IU3,IT	93.36 
A,I_DSK2_CC_AB,PC_IND_IU3,ITC	94.12 
A,I_DSK2_CC_AB,PC_IND_IU3,ITF	91.43 
A,I_DSK2_CC_AB,PC_IND_IU3,ITG	92.51 
A,I_DSK2_CC_AB,PC_IND_IU3,ITH	94.11 
A,I_DSK2_CC_AB,PC_IND_IU3,ITI	94.04 
A,I_DSK2_CC_AB,PC_IND_IU3,LT	91.34 
A,I_DSK2_CC_AB,PC_IND_IU3,LU	86.95 
A,I_DSK2_CC_AB,PC_IND_IU3,LV	93.77 
A,I_DSK2_CC_AB,PC_IND_IU3,ME	97.64 
A,I_DSK2_CC_AB,PC_IND_IU3,MK	93.65 
A,I_DSK2_CC_AB,PC_IND_IU3,MT	96.88 
A,I_DSK2_CC_AB,PC_IND_IU3,NL	98.89 
A,I_DSK2_CC_AB,PC_IND_IU3,NL1	99.56 
A,I_DSK2_CC_AB,PC_IND_IU3,NL2	98.77 
A,I_DSK2_CC_AB,PC_IND_IU3,NL3	98.81 
